"smCOG name","main annotation","TAILORING","TRANSPORT","CORE","REGULATOR","OTHER"
"SMCOG14847","OTHER","0","0","0","0","10"
"SMCOG14848","OTHER","0","0","0","1","9"
"SMCOG14849","OTHER","0","0","0","0","10"
"SMCOG14850","TRANSPORT","0","5","0","0","5"
"SMCOG14851","OTHER","0","0","0","0","10"
"SMCOG14852","REGULATOR","0","0","0","8","2"
"SMCOG14853","OTHER","0","0","0","0","10"
"SMCOG14854","OTHER","0","0","0","0","10"
"SMCOG14855","OTHER","2","0","0","0","8"
"SMCOG14856","OTHER","0","0","0","0","10"
"SMCOG14857","OTHER","1","0","0","0","9"
"SMCOG14858","TAILORING","7","0","0","0","3"
"SMCOG14859","OTHER","0","0","0","0","10"
"SMCOG14860","OTHER","0","0","0","0","10"
"SMCOG14861","OTHER","0","0","0","0","10"
"SMCOG14862","OTHER","0","0","0","0","10"
"SMCOG14863","OTHER","0","0","0","0","10"
"SMCOG14864","OTHER","0","0","0","0","10"
"SMCOG14865","OTHER","0","0","0","0","10"
"SMCOG14866","MIXED","4","0","0","0","6"
"SMCOG14867","OTHER","0","0","0","0","10"
"SMCOG14868","OTHER","0","0","0","0","10"
"SMCOG14869","OTHER","0","0","3","0","7"
"SMCOG14870","OTHER","0","0","0","0","10"
"SMCOG14871","OTHER","2","0","0","0","8"
"SMCOG14872","OTHER","0","0","0","0","10"
"SMCOG14873","OTHER","0","0","0","0","10"
"SMCOG14874","TRANSPORT","0","6","0","0","4"
"SMCOG14875","OTHER","0","0","0","0","10"
"SMCOG14876","OTHER","0","0","0","0","10"
"SMCOG14877","OTHER","0","0","0","0","10"
"SMCOG14878","OTHER","0","0","0","0","10"
"SMCOG14879","OTHER","3","0","0","0","7"
"SMCOG14880","OTHER","0","0","0","0","10"
"SMCOG14881","OTHER","0","0","0","0","10"
"SMCOG14882","TAILORING","7","0","0","0","3"
"SMCOG14883","TRANSPORT","0","6","0","0","4"
"SMCOG14884","OTHER","3","0","0","0","7"
"SMCOG14885","OTHER","0","0","0","0","10"
"SMCOG14886","OTHER","0","0","0","0","10"
"SMCOG14887","OTHER","0","0","0","0","10"
"SMCOG14888","CORE","0","0","9","0","1"
"SMCOG14889","OTHER","0","0","0","0","10"
"SMCOG14890","OTHER","0","0","0","0","10"
"SMCOG14891","OTHER","0","0","0","0","10"
"SMCOG14892","OTHER","0","0","0","0","10"
"SMCOG14893","OTHER","0","0","0","0","10"
"SMCOG14894","OTHER","0","0","0","0","10"
"SMCOG14895","OTHER","0","0","0","0","10"
"SMCOG14896","OTHER","0","0","0","0","10"
"SMCOG14897","MIXED","4","0","0","0","6"
"SMCOG14898","OTHER","0","0","0","0","10"
"SMCOG14899","OTHER","0","0","0","0","10"
"SMCOG14900","MIXED","4","0","0","0","6"
"SMCOG14901","OTHER","0","0","0","3","7"
"SMCOG14902","OTHER","0","0","0","0","10"
"SMCOG14903","OTHER","0","0","0","0","10"
"SMCOG14904","OTHER","0","0","0","0","10"
"SMCOG14905","OTHER","0","0","0","0","10"
"SMCOG14906","CORE","0","0","5","0","5"
"SMCOG14907","OTHER","0","0","0","0","10"
"SMCOG14908","OTHER","3","0","0","0","7"
"SMCOG14909","REGULATOR","0","0","0","8","2"
"SMCOG14910","OTHER","0","0","0","0","10"
"SMCOG14911","OTHER","0","0","0","0","10"
"SMCOG14912","OTHER","0","0","0","0","10"
"SMCOG14913","OTHER","0","0","0","0","10"
"SMCOG14914","OTHER","0","0","0","0","10"
"SMCOG14915","OTHER","0","0","0","1","9"
"SMCOG14916","OTHER","0","0","0","0","9"
"SMCOG14917","OTHER","0","0","0","0","9"
"SMCOG14918","TAILORING","9","0","0","0","0"
"SMCOG14919","OTHER","0","0","0","0","9"
"SMCOG14920","OTHER","0","0","0","0","9"
"SMCOG14921","OTHER","0","0","1","0","8"
"SMCOG14922","OTHER","3","0","0","0","6"
"SMCOG14923","OTHER","0","0","0","0","9"
"SMCOG14924","OTHER","0","0","2","0","7"
"SMCOG14925","OTHER","0","0","0","1","8"
"SMCOG14926","OTHER","0","0","0","0","9"
"SMCOG14927","OTHER","0","0","0","0","9"
"SMCOG14928","OTHER","0","0","0","0","9"
"SMCOG14929","OTHER","0","0","0","0","9"
"SMCOG14930","OTHER","0","0","0","1","8"
"SMCOG14931","OTHER","0","0","0","0","9"
"SMCOG14932","OTHER","0","0","0","0","9"
"SMCOG14933","CORE","0","0","4","0","5"
"SMCOG14934","TAILORING","7","0","0","0","2"
"SMCOG14935","OTHER","0","0","0","1","8"
"SMCOG14936","OTHER","0","0","0","0","9"
"SMCOG14937","OTHER","0","1","0","0","8"
"SMCOG14938","OTHER","0","0","2","0","7"
"SMCOG14939","OTHER","0","0","0","0","9"
"SMCOG14940","OTHER","0","0","0","0","9"
"SMCOG14941","OTHER","0","0","0","1","8"
"SMCOG14942","OTHER","2","0","0","0","7"
"SMCOG14943","TAILORING","5","0","0","0","4"
"SMCOG14944","CORE","0","0","7","0","2"
"SMCOG14945","OTHER","0","0","2","0","7"
"SMCOG14946","OTHER","1","0","0","0","8"
"SMCOG14947","OTHER","0","0","0","0","9"
"SMCOG14948","TAILORING","6","0","0","0","3"
"SMCOG14949","OTHER","2","0","0","0","7"
"SMCOG14950","OTHER","0","0","0","0","9"
"SMCOG14951","OTHER","0","0","0","0","9"
"SMCOG14952","OTHER","0","0","0","0","9"
"SMCOG14953","OTHER","0","0","0","0","9"
"SMCOG14954","TAILORING","6","0","0","0","3"
"SMCOG14955","REGULATOR","0","0","0","7","2"
"SMCOG14956","OTHER","0","0","0","0","9"
"SMCOG14957","OTHER","0","0","0","0","9"
"SMCOG14958","OTHER","0","0","0","0","9"
"SMCOG14959","OTHER","0","0","0","0","9"
"SMCOG14960","OTHER","0","0","0","0","9"
"SMCOG14961","OTHER","0","0","0","0","9"
"SMCOG14962","OTHER","0","0","0","0","9"
"SMCOG14963","OTHER","0","0","2","0","7"
"SMCOG14964","OTHER","0","0","0","0","9"
"SMCOG14965","TAILORING","9","0","0","0","0"
"SMCOG14966","OTHER","0","0","0","0","9"
"SMCOG14967","OTHER","0","0","0","0","9"
"SMCOG14968","CORE","0","0","9","0","0"
"SMCOG14969","OTHER","0","0","0","0","9"
"SMCOG14970","OTHER","1","0","0","0","8"
"SMCOG14971","TAILORING","6","0","0","0","3"
"SMCOG14972","TRANSPORT","0","9","0","0","0"
"SMCOG14973","OTHER","0","0","0","0","9"
"SMCOG14974","OTHER","0","0","0","2","7"
"SMCOG14975","OTHER","0","0","0","0","9"
"SMCOG14976","OTHER","0","0","0","0","9"
"SMCOG14977","OTHER","0","0","0","0","9"
"SMCOG14978","OTHER","0","0","0","0","9"
"SMCOG14979","OTHER","0","0","0","0","9"
"SMCOG14980","OTHER","1","0","0","0","8"
"SMCOG14981","OTHER","0","0","0","0","9"
"SMCOG14982","OTHER","0","0","0","0","9"
"SMCOG14983","TAILORING","6","0","0","0","3"
"SMCOG14984","OTHER","0","0","0","0","9"
"SMCOG14985","TAILORING","8","0","0","0","1"
"SMCOG14986","OTHER","0","0","0","0","9"
"SMCOG14987","OTHER","0","0","0","0","9"
"SMCOG14988","OTHER","0","0","0","0","9"
"SMCOG14989","TAILORING","5","0","0","0","4"
"SMCOG14990","OTHER","0","0","0","0","9"
"SMCOG14991","OTHER","0","0","0","0","9"
"SMCOG14992","OTHER","1","0","0","0","8"
"SMCOG14993","TAILORING","7","0","0","0","2"
"SMCOG14994","REGULATOR","0","0","0","8","1"
"SMCOG14995","OTHER","0","0","0","0","9"
"SMCOG14996","OTHER","3","0","0","0","6"
"SMCOG14997","OTHER","0","0","0","0","9"
"SMCOG14998","OTHER","0","2","0","0","7"
"SMCOG14999","OTHER","0","0","0","0","9"
"SMCOG15000","OTHER","0","0","0","0","9"
"SMCOG15001","TAILORING","4","0","0","0","5"
"SMCOG15002","OTHER","0","0","0","0","9"
"SMCOG15003","OTHER","0","3","0","0","6"
"SMCOG15004","CORE","0","0","9","0","0"
"SMCOG15005","REGULATOR","0","0","0","7","2"
"SMCOG15006","OTHER","0","0","0","0","9"
"SMCOG15007","OTHER","0","0","0","0","9"
"SMCOG15008","OTHER","2","0","0","0","7"
"SMCOG15009","OTHER","0","0","0","0","9"
"SMCOG15010","TAILORING","6","0","0","0","3"
"SMCOG15011","OTHER","0","0","0","0","9"
"SMCOG15012","OTHER","0","0","0","0","9"
"SMCOG15013","OTHER","0","0","0","0","9"
"SMCOG15014","OTHER","0","0","0","0","9"
"SMCOG15015","TAILORING","9","0","0","0","0"
"SMCOG15016","OTHER","0","0","0","0","9"
"SMCOG15017","OTHER","0","0","0","0","9"
"SMCOG15018","OTHER","0","0","0","0","9"
"SMCOG15019","OTHER","0","0","0","0","9"
"SMCOG15020","OTHER","0","0","0","0","9"
"SMCOG15021","TAILORING","9","0","0","0","0"
"SMCOG15022","OTHER","0","0","0","0","9"
"SMCOG15023","OTHER","0","0","0","0","9"
"SMCOG15024","OTHER","0","0","0","1","8"
"SMCOG15025","OTHER","0","0","0","0","9"
"SMCOG15026","OTHER","0","0","0","0","9"
"SMCOG15027","CORE","1","0","5","0","3"
"SMCOG15028","OTHER","0","0","0","1","8"
"SMCOG15029","OTHER","0","0","0","0","9"
"SMCOG15030","OTHER","0","0","0","0","9"
"SMCOG15031","OTHER","0","0","0","0","9"
"SMCOG15032","OTHER","0","0","0","0","9"
"SMCOG15033","OTHER","0","0","0","0","9"
"SMCOG15034","OTHER","3","0","0","0","6"
"SMCOG15035","OTHER","0","0","0","0","9"
"SMCOG15036","OTHER","0","0","0","0","9"
"SMCOG15037","OTHER","0","0","0","0","9"
"SMCOG15038","TRANSPORT","0","8","0","0","1"
"SMCOG15039","OTHER","0","0","0","0","9"
"SMCOG15040","OTHER","0","0","0","0","9"
"SMCOG15041","OTHER","0","0","0","0","9"
"SMCOG15042","OTHER","0","0","0","0","9"
"SMCOG15043","OTHER","0","0","0","0","9"
"SMCOG15044","OTHER","0","0","0","0","9"
"SMCOG15045","TRANSPORT","0","4","0","0","5"
"SMCOG15046","OTHER","0","0","0","0","9"
"SMCOG15047","OTHER","0","0","0","0","9"
"SMCOG15048","OTHER","0","0","0","0","9"
"SMCOG15049","TAILORING","6","0","0","0","3"
"SMCOG15050","OTHER","0","0","0","0","9"
"SMCOG15051","OTHER","0","0","0","0","9"
"SMCOG15052","OTHER","0","0","0","0","9"
"SMCOG15053","TAILORING","9","0","0","0","0"
"SMCOG15054","TRANSPORT","0","5","0","0","4"
"SMCOG15055","OTHER","0","0","0","0","9"
"SMCOG15056","TAILORING","6","0","0","0","3"
"SMCOG15057","CORE","0","0","5","0","4"
"SMCOG15058","OTHER","0","0","0","0","9"
"SMCOG15059","OTHER","0","0","1","0","8"
"SMCOG15060","OTHER","0","0","0","0","9"
"SMCOG15061","TRANSPORT","0","7","0","0","2"
"SMCOG15062","TAILORING","9","0","0","0","0"
"SMCOG15063","OTHER","0","0","0","0","9"
"SMCOG15064","OTHER","0","0","0","0","9"
"SMCOG15065","OTHER","0","0","0","0","9"
"SMCOG15066","TRANSPORT","0","7","0","0","2"
"SMCOG15067","OTHER","0","0","0","0","9"
"SMCOG15068","OTHER","0","0","0","0","9"
"SMCOG15069","TAILORING","8","0","0","0","1"
"SMCOG15070","OTHER","0","0","0","0","9"
"SMCOG15071","TAILORING","4","0","0","0","5"
"SMCOG15072","OTHER","0","0","0","0","9"
"SMCOG15073","OTHER","0","0","0","0","9"
"SMCOG15074","OTHER","0","0","0","0","9"
"SMCOG15075","OTHER","0","0","0","0","9"
"SMCOG15076","TAILORING","7","0","0","0","2"
"SMCOG15077","OTHER","0","0","0","0","9"
"SMCOG15078","OTHER","0","0","0","0","9"
"SMCOG15079","OTHER","0","0","0","0","9"
"SMCOG15080","OTHER","0","0","0","0","9"
"SMCOG15081","CORE","0","0","9","0","0"
"SMCOG15082","TAILORING","7","0","0","0","2"
"SMCOG15083","OTHER","0","0","0","0","9"
"SMCOG15084","REGULATOR","0","0","0","5","4"
"SMCOG15085","OTHER","0","0","0","0","9"
"SMCOG15086","OTHER","0","0","0","0","9"
"SMCOG15087","TAILORING","7","0","0","0","2"
"SMCOG15088","OTHER","0","0","0","0","9"
"SMCOG15089","TAILORING","7","0","0","0","2"
"SMCOG15090","CORE","0","0","6","0","3"
"SMCOG15091","OTHER","0","0","0","0","9"
"SMCOG15092","OTHER","1","0","0","0","8"
"SMCOG15093","REGULATOR","0","0","0","9","0"
"SMCOG15094","OTHER","0","0","0","0","9"
"SMCOG15095","OTHER","0","0","0","0","9"
"SMCOG15096","OTHER","0","0","0","0","9"
"SMCOG15097","OTHER","0","0","0","0","9"
"SMCOG15098","OTHER","0","0","0","0","9"
"SMCOG15099","OTHER","0","0","0","0","9"
"SMCOG15100","OTHER","0","0","0","0","9"
"SMCOG15101","OTHER","0","0","0","0","9"
"SMCOG15102","OTHER","0","0","0","0","9"
"SMCOG15103","OTHER","0","0","0","0","9"
"SMCOG15104","OTHER","0","3","0","0","6"
"SMCOG15105","OTHER","0","0","0","0","9"
"SMCOG15106","OTHER","0","0","0","0","9"
"SMCOG15107","OTHER","0","0","0","0","9"
"SMCOG15108","OTHER","0","0","0","0","9"
"SMCOG15109","OTHER","0","0","0","0","9"
"SMCOG15110","REGULATOR","0","0","0","5","4"
"SMCOG15111","OTHER","0","0","0","0","9"
"SMCOG15112","OTHER","0","0","0","0","9"
"SMCOG15113","CORE","0","0","9","0","0"
"SMCOG15114","OTHER","0","0","0","0","9"
"SMCOG15115","OTHER","1","0","0","0","8"
"SMCOG15116","OTHER","0","0","0","0","9"
"SMCOG15117","OTHER","0","0","0","1","8"
"SMCOG15118","TAILORING","5","0","0","0","4"
"SMCOG15119","OTHER","0","0","0","0","9"
"SMCOG15120","OTHER","0","3","0","0","6"
"SMCOG15121","TAILORING","4","0","0","0","5"
"SMCOG15122","TAILORING","6","0","0","0","3"
"SMCOG15123","REGULATOR","0","0","0","4","5"
"SMCOG15124","OTHER","0","0","0","0","9"
"SMCOG15125","OTHER","0","0","0","0","9"
"SMCOG15126","OTHER","0","0","0","0","9"
"SMCOG15127","TAILORING","6","0","0","0","3"
"SMCOG15128","OTHER","0","0","0","0","9"
"SMCOG15129","OTHER","0","0","0","0","9"
"SMCOG15130","OTHER","2","0","0","0","7"
"SMCOG15131","OTHER","0","0","0","0","9"
"SMCOG15132","TAILORING","4","0","0","0","5"
"SMCOG15133","OTHER","0","0","0","0","9"
"SMCOG15134","OTHER","0","0","0","0","9"
"SMCOG15135","OTHER","0","0","0","0","9"
"SMCOG15136","OTHER","0","0","0","1","8"
"SMCOG15137","OTHER","0","0","0","0","9"
"SMCOG15138","OTHER","0","0","0","0","9"
"SMCOG15139","OTHER","0","0","0","0","9"
"SMCOG15140","OTHER","0","0","0","0","9"
"SMCOG15141","OTHER","3","0","0","0","6"
"SMCOG15142","OTHER","0","0","0","0","9"
"SMCOG15143","OTHER","0","0","0","0","9"
"SMCOG15144","OTHER","0","0","0","0","9"
"SMCOG15145","TAILORING","8","0","0","0","1"
"SMCOG15146","CORE","1","0","5","0","3"
"SMCOG15147","OTHER","0","0","0","0","9"
"SMCOG15148","OTHER","0","0","0","0","9"
"SMCOG15149","OTHER","1","0","0","0","8"
"SMCOG15150","OTHER","0","0","0","0","9"
"SMCOG15151","REGULATOR","0","0","0","9","0"
"SMCOG15152","TAILORING","9","0","0","0","0"
"SMCOG15153","OTHER","0","2","0","0","7"
"SMCOG15154","OTHER","0","0","0","0","9"
"SMCOG15155","OTHER","0","0","0","0","9"
"SMCOG15156","TRANSPORT","0","6","0","0","3"
"SMCOG15157","OTHER","0","0","0","0","9"
"SMCOG15158","OTHER","0","0","0","0","9"
"SMCOG15159","OTHER","0","0","0","0","9"
"SMCOG15160","OTHER","0","0","0","0","9"
"SMCOG15161","OTHER","0","0","0","0","9"
"SMCOG15162","OTHER","0","0","0","0","9"
"SMCOG15163","OTHER","0","0","0","0","9"
"SMCOG15164","OTHER","0","0","0","0","9"
"SMCOG15165","TAILORING","4","0","0","0","5"
"SMCOG15166","OTHER","0","0","0","0","9"
"SMCOG15167","TRANSPORT","0","8","0","0","1"
"SMCOG15168","OTHER","0","0","0","0","9"
"SMCOG15169","OTHER","0","0","0","0","9"
"SMCOG15170","OTHER","0","0","0","0","9"
"SMCOG15171","OTHER","0","0","0","0","9"
"SMCOG15172","OTHER","0","0","0","0","9"
"SMCOG15173","OTHER","2","0","0","0","7"
"SMCOG15174","OTHER","0","0","0","0","9"
"SMCOG15175","OTHER","0","0","0","0","9"
"SMCOG15176","OTHER","0","0","0","0","9"
"SMCOG15177","OTHER","0","1","0","0","8"
"SMCOG15178","OTHER","0","0","0","0","9"
"SMCOG15179","OTHER","0","0","0","0","9"
"SMCOG15180","OTHER","0","0","0","0","9"
"SMCOG15181","OTHER","0","1","0","0","8"
"SMCOG15182","OTHER","1","0","0","0","8"
"SMCOG15183","TAILORING","8","0","0","0","1"
"SMCOG15184","OTHER","2","0","0","0","7"
"SMCOG15185","OTHER","1","0","0","0","8"
"SMCOG15186","OTHER","1","0","0","1","7"
"SMCOG15187","OTHER","0","0","0","0","9"
"SMCOG15188","TAILORING","8","0","0","0","1"
"SMCOG15189","OTHER","0","0","0","0","9"
"SMCOG15190","OTHER","0","0","0","0","9"
"SMCOG15191","OTHER","0","0","0","0","9"
"SMCOG15192","OTHER","0","0","0","0","9"
"SMCOG15193","OTHER","0","0","0","0","9"
"SMCOG15194","OTHER","0","0","0","1","8"
"SMCOG15195","OTHER","0","0","0","0","9"
"SMCOG15196","OTHER","0","0","0","0","9"
"SMCOG15197","OTHER","0","0","0","0","9"
"SMCOG15198","OTHER","1","0","0","0","8"
"SMCOG15199","CORE","0","0","9","0","0"
"SMCOG15200","TAILORING","9","0","0","0","0"
"SMCOG15201","OTHER","0","0","0","0","9"
"SMCOG15202","OTHER","0","0","0","0","9"
"SMCOG15203","OTHER","0","0","0","0","9"
"SMCOG15204","OTHER","0","0","0","0","9"
"SMCOG15205","OTHER","0","0","0","0","9"
"SMCOG15206","OTHER","0","0","0","0","9"
"SMCOG15207","OTHER","0","0","0","0","9"
"SMCOG15208","OTHER","0","0","0","0","9"
"SMCOG15209","OTHER","0","0","0","0","9"
"SMCOG15210","REGULATOR","0","0","0","4","5"
"SMCOG15211","OTHER","0","0","0","0","9"
"SMCOG15212","OTHER","0","0","0","0","9"
"SMCOG15213","REGULATOR","0","0","0","6","3"
"SMCOG15214","OTHER","0","0","0","0","9"
"SMCOG15215","OTHER","0","0","0","0","9"
"SMCOG15216","OTHER","0","0","0","0","9"
"SMCOG15217","OTHER","0","0","0","0","9"
"SMCOG15218","OTHER","0","0","0","0","9"
"SMCOG15219","OTHER","0","0","0","0","9"
"SMCOG15220","OTHER","0","0","0","0","9"
"SMCOG15221","OTHER","0","0","0","0","9"
"SMCOG15222","OTHER","0","0","0","0","9"
"SMCOG15223","OTHER","0","0","0","0","9"
"SMCOG15224","OTHER","0","0","0","0","9"
"SMCOG15225","OTHER","0","0","0","0","9"
"SMCOG15226","TAILORING","5","0","0","0","4"
"SMCOG15227","OTHER","0","0","0","0","9"
"SMCOG15228","TAILORING","9","0","0","0","0"
"SMCOG15229","OTHER","0","0","0","0","9"
"SMCOG15230","OTHER","0","0","0","0","9"
"SMCOG15231","OTHER","0","0","0","3","6"
"SMCOG15232","OTHER","0","0","0","0","9"
"SMCOG15233","TAILORING","9","0","0","0","0"
"SMCOG15234","OTHER","1","0","0","0","8"
"SMCOG15235","OTHER","0","0","0","0","9"
"SMCOG15236","OTHER","0","0","0","0","9"
"SMCOG15237","OTHER","0","0","0","0","9"
"SMCOG15238","OTHER","0","0","0","0","9"
"SMCOG15239","CORE","0","0","7","0","2"
"SMCOG15240","OTHER","0","0","0","0","9"
"SMCOG15241","OTHER","0","0","0","0","9"
"SMCOG15242","OTHER","0","0","0","0","9"
"SMCOG15243","OTHER","0","0","0","0","9"
"SMCOG15244","OTHER","0","0","0","0","9"
"SMCOG15245","OTHER","0","0","0","0","9"
"SMCOG15246","OTHER","0","0","0","0","9"
"SMCOG15247","OTHER","0","0","0","0","9"
"SMCOG15248","OTHER","0","0","0","2","7"
"SMCOG15249","OTHER","0","0","0","0","9"
"SMCOG15250","REGULATOR","0","0","0","6","3"
"SMCOG15251","OTHER","0","0","0","0","9"
"SMCOG15252","OTHER","0","0","0","0","9"
"SMCOG15253","OTHER","0","0","0","0","9"
"SMCOG15254","OTHER","0","0","0","0","9"
"SMCOG15255","OTHER","0","0","0","0","9"
"SMCOG15256","OTHER","0","0","0","0","9"
"SMCOG15257","OTHER","0","0","0","0","9"
"SMCOG15258","OTHER","0","0","0","0","9"
"SMCOG15259","OTHER","0","0","0","0","9"
"SMCOG15260","CORE","0","0","4","0","5"
"SMCOG15261","OTHER","0","0","0","0","9"
"SMCOG15262","OTHER","0","0","0","0","9"
"SMCOG15263","TAILORING","8","0","0","0","1"
"SMCOG15264","OTHER","0","0","0","0","9"
"SMCOG15265","TAILORING","4","0","0","0","5"
"SMCOG15266","REGULATOR","0","0","0","8","1"
"SMCOG15267","OTHER","0","0","0","0","9"
"SMCOG15268","OTHER","0","0","0","0","9"
"SMCOG15269","TAILORING","6","0","0","0","3"
"SMCOG15270","OTHER","0","0","0","0","9"
"SMCOG15271","OTHER","0","0","0","0","9"
"SMCOG15272","OTHER","0","0","0","0","9"
"SMCOG15273","OTHER","0","0","0","0","9"
"SMCOG15274","OTHER","0","0","0","0","9"
"SMCOG15275","OTHER","0","0","0","0","9"
"SMCOG15276","TAILORING","8","0","0","0","1"
"SMCOG15277","OTHER","0","0","0","0","9"
"SMCOG15278","OTHER","1","0","0","0","8"
"SMCOG15279","OTHER","0","0","0","0","9"
"SMCOG15280","OTHER","0","0","0","0","9"
"SMCOG15281","OTHER","0","0","0","0","9"
"SMCOG15282","OTHER","0","0","0","0","8"
"SMCOG15283","OTHER","0","0","0","0","8"
"SMCOG15284","OTHER","0","0","0","1","7"
"SMCOG15285","OTHER","0","0","3","0","5"
"SMCOG15286","OTHER","0","0","0","0","8"
"SMCOG15287","OTHER","2","0","0","0","6"
"SMCOG15288","OTHER","0","0","0","0","8"
"SMCOG15289","OTHER","0","0","0","0","8"
"SMCOG15290","OTHER","0","0","0","0","8"
"SMCOG15291","OTHER","0","0","0","0","8"
"SMCOG15292","OTHER","1","0","0","0","7"
"SMCOG15293","OTHER","0","0","0","1","7"
"SMCOG15294","CORE","1","0","7","0","0"
"SMCOG15295","OTHER","0","0","0","0","8"
"SMCOG15296","OTHER","0","0","0","0","8"
"SMCOG15297","OTHER","0","0","1","0","7"
"SMCOG15298","REGULATOR","0","0","0","5","3"
"SMCOG15299","OTHER","0","0","0","0","8"
"SMCOG15300","OTHER","0","0","2","0","6"
"SMCOG15301","OTHER","0","0","0","0","8"
"SMCOG15302","TAILORING","7","0","0","0","1"
"SMCOG15303","OTHER","1","0","0","0","7"
"SMCOG15304","TAILORING","5","0","0","0","3"
"SMCOG15305","OTHER","0","0","2","0","6"
"SMCOG15306","OTHER","0","0","3","0","5"
"SMCOG15307","OTHER","1","0","0","0","7"
"SMCOG15308","OTHER","0","0","0","0","8"
"SMCOG15309","OTHER","0","0","2","0","6"
"SMCOG15310","TRANSPORT","0","5","0","0","3"
"SMCOG15311","OTHER","0","0","0","0","8"
"SMCOG15312","OTHER","0","0","0","2","6"
"SMCOG15313","TRANSPORT","0","7","0","0","1"
"SMCOG15314","OTHER","2","0","0","0","6"
"SMCOG15315","OTHER","0","0","0","1","7"
"SMCOG15316","TAILORING","8","0","0","0","0"
"SMCOG15317","OTHER","3","0","0","0","5"
"SMCOG15318","OTHER","0","0","0","0","8"
"SMCOG15319","OTHER","0","1","0","0","7"
"SMCOG15320","OTHER","0","0","0","0","8"
"SMCOG15321","TAILORING","5","0","0","0","3"
"SMCOG15322","OTHER","0","0","0","0","8"
"SMCOG15323","OTHER","0","0","0","0","8"
"SMCOG15324","OTHER","0","0","0","1","7"
"SMCOG15325","OTHER","0","0","0","0","8"
"SMCOG15326","OTHER","0","0","0","0","8"
"SMCOG15327","OTHER","0","0","0","0","8"
"SMCOG15328","OTHER","0","0","0","0","8"
"SMCOG15329","OTHER","1","0","0","0","7"
"SMCOG15330","OTHER","0","0","0","0","8"
"SMCOG15331","TAILORING","7","0","1","0","0"
"SMCOG15332","OTHER","1","0","0","0","7"
"SMCOG15333","CORE","0","0","8","0","0"
"SMCOG15334","OTHER","0","0","0","0","8"
"SMCOG15335","TRANSPORT","0","5","0","0","3"
"SMCOG15336","REGULATOR","0","0","0","7","1"
"SMCOG15337","TAILORING","4","0","0","0","4"
"SMCOG15338","OTHER","0","0","3","0","5"
"SMCOG15339","OTHER","0","0","0","0","8"
"SMCOG15340","OTHER","0","0","0","0","8"
"SMCOG15341","OTHER","0","0","0","0","8"
"SMCOG15342","TAILORING","6","0","0","0","2"
"SMCOG15343","OTHER","0","0","0","0","8"
"SMCOG15344","OTHER","0","0","0","0","8"
"SMCOG15345","OTHER","0","0","0","0","8"
"SMCOG15346","OTHER","0","0","0","1","7"
"SMCOG15347","OTHER","0","0","0","0","8"
"SMCOG15348","OTHER","0","0","0","0","8"
"SMCOG15349","OTHER","0","0","0","0","8"
"SMCOG15350","TAILORING","4","0","0","0","4"
"SMCOG15351","OTHER","0","0","0","0","8"
"SMCOG15352","OTHER","0","0","0","0","8"
"SMCOG15353","OTHER","0","0","0","0","8"
"SMCOG15354","TAILORING","6","0","0","0","2"
"SMCOG15355","TAILORING","5","0","0","0","3"
"SMCOG15356","OTHER","3","0","0","0","5"
"SMCOG15357","OTHER","0","0","0","0","8"
"SMCOG15358","TAILORING","6","0","0","0","2"
"SMCOG15359","CORE","0","0","6","0","2"
"SMCOG15360","OTHER","0","0","0","0","8"
"SMCOG15361","TAILORING","7","0","0","0","1"
"SMCOG15362","REGULATOR","0","0","0","7","1"
"SMCOG15363","CORE","0","0","6","0","2"
"SMCOG15364","OTHER","0","0","0","0","8"
"SMCOG15365","OTHER","0","0","0","0","8"
"SMCOG15366","CORE","0","0","4","0","4"
"SMCOG15367","OTHER","0","0","0","0","8"
"SMCOG15368","OTHER","3","0","0","0","5"
"SMCOG15369","OTHER","0","0","0","0","8"
"SMCOG15370","CORE","0","0","8","0","0"
"SMCOG15371","OTHER","0","0","0","0","8"
"SMCOG15372","OTHER","0","0","0","0","8"
"SMCOG15373","CORE","0","0","6","0","2"
"SMCOG15374","OTHER","0","0","0","0","8"
"SMCOG15375","OTHER","0","0","0","0","8"
"SMCOG15376","OTHER","0","0","0","0","8"
"SMCOG15377","TRANSPORT","0","7","0","0","1"
"SMCOG15378","OTHER","0","0","0","1","7"
"SMCOG15379","TAILORING","8","0","0","0","0"
"SMCOG15380","TAILORING","8","0","0","0","0"
"SMCOG15381","OTHER","1","0","0","0","7"
"SMCOG15382","OTHER","0","0","0","0","8"
"SMCOG15383","OTHER","0","0","0","0","8"
"SMCOG15384","OTHER","0","0","0","0","8"
"SMCOG15385","OTHER","0","0","0","0","8"
"SMCOG15386","TAILORING","7","0","0","0","1"
"SMCOG15387","OTHER","0","0","0","0","8"
"SMCOG15388","OTHER","3","0","0","0","5"
"SMCOG15389","TRANSPORT","0","6","0","0","2"
"SMCOG15390","OTHER","0","0","0","0","8"
"SMCOG15391","OTHER","0","1","0","0","7"
"SMCOG15392","TAILORING","4","0","0","0","4"
"SMCOG15393","OTHER","0","0","0","0","8"
"SMCOG15394","OTHER","0","0","0","0","8"
"SMCOG15395","OTHER","1","0","0","0","7"
"SMCOG15396","OTHER","3","0","0","0","5"
"SMCOG15397","OTHER","3","0","0","0","5"
"SMCOG15398","OTHER","0","0","0","0","8"
"SMCOG15399","REGULATOR","0","0","0","5","3"
