"smCOG name","main annotation","TAILORING","TRANSPORT","CORE","REGULATOR","OTHER"
"SMCOG13989","OTHER","0","1","0","0","12"
"SMCOG13990","OTHER","0","0","0","0","13"
"SMCOG13991","CORE","0","0","6","0","7"
"SMCOG13992","OTHER","0","0","0","0","13"
"SMCOG13993","TRANSPORT","0","10","0","0","3"
"SMCOG13994","TRANSPORT","0","7","0","0","6"
"SMCOG13995","TRANSPORT","0","13","0","0","0"
"SMCOG13996","OTHER","0","0","0","0","13"
"SMCOG13997","OTHER","0","0","0","0","13"
"SMCOG13998","OTHER","0","0","0","0","13"
"SMCOG13999","OTHER","0","0","0","0","13"
"SMCOG14000","TAILORING","8","0","0","0","5"
"SMCOG14001","OTHER","0","0","0","0","13"
"SMCOG14002","OTHER","0","0","0","0","13"
"SMCOG14003","OTHER","0","0","0","0","13"
"SMCOG14004","OTHER","0","0","0","0","13"
"SMCOG14005","OTHER","0","0","0","0","13"
"SMCOG14006","OTHER","0","0","0","0","13"
"SMCOG14007","OTHER","0","0","0","0","13"
"SMCOG14008","OTHER","0","0","0","0","13"
"SMCOG14009","TAILORING","12","0","0","0","1"
"SMCOG14010","OTHER","1","0","0","0","12"
"SMCOG14011","OTHER","0","0","0","0","13"
"SMCOG14012","OTHER","0","0","0","0","13"
"SMCOG14013","OTHER","0","0","0","0","13"
"SMCOG14014","OTHER","0","0","0","0","13"
"SMCOG14015","OTHER","0","0","0","0","13"
"SMCOG14016","OTHER","0","0","0","0","13"
"SMCOG14017","REGULATOR","0","0","0","12","1"
"SMCOG14018","OTHER","0","0","0","0","13"
"SMCOG14019","OTHER","0","0","0","0","13"
"SMCOG14020","OTHER","0","0","0","0","13"
"SMCOG14021","OTHER","0","0","0","0","13"
"SMCOG14022","OTHER","0","0","0","0","13"
"SMCOG14023","OTHER","0","0","0","0","13"
"SMCOG14024","OTHER","0","0","0","0","13"
"SMCOG14025","OTHER","0","0","0","0","13"
"SMCOG14026","OTHER","2","0","0","0","11"
"SMCOG14027","OTHER","0","0","0","0","13"
"SMCOG14028","OTHER","0","0","0","0","13"
"SMCOG14029","OTHER","0","0","0","0","13"
"SMCOG14030","OTHER","3","0","0","0","10"
"SMCOG14031","OTHER","0","0","0","0","13"
"SMCOG14032","OTHER","0","0","0","0","13"
"SMCOG14033","TRANSPORT","0","10","0","0","3"
"SMCOG14034","OTHER","0","0","0","0","13"
"SMCOG14035","OTHER","0","0","0","0","13"
"SMCOG14036","OTHER","0","0","0","0","13"
"SMCOG14037","OTHER","0","0","0","0","13"
"SMCOG14038","OTHER","1","0","0","0","12"
"SMCOG14039","OTHER","0","0","0","0","13"
"SMCOG14040","OTHER","0","0","0","0","13"
"SMCOG14041","OTHER","0","0","0","0","13"
"SMCOG14042","OTHER","1","0","0","0","12"
"SMCOG14043","OTHER","0","0","0","0","12"
"SMCOG14044","OTHER","0","0","0","0","12"
"SMCOG14045","TAILORING","9","0","0","0","3"
"SMCOG14046","OTHER","0","0","0","0","12"
"SMCOG14047","TRANSPORT","0","10","0","0","2"
"SMCOG14048","OTHER","0","0","0","0","12"
"SMCOG14049","OTHER","0","0","0","0","12"
"SMCOG14050","TAILORING","5","0","0","0","7"
"SMCOG14051","OTHER","3","0","0","0","9"
"SMCOG14052","OTHER","0","0","0","0","12"
"SMCOG14053","OTHER","0","0","0","0","12"
"SMCOG14054","TAILORING","10","0","0","0","2"
"SMCOG14055","OTHER","0","0","0","0","12"
"SMCOG14056","OTHER","0","0","0","0","12"
"SMCOG14057","OTHER","3","0","0","0","9"
"SMCOG14058","OTHER","0","0","0","0","12"
"SMCOG14059","OTHER","1","0","0","0","11"
"SMCOG14060","OTHER","0","0","0","0","12"
"SMCOG14061","OTHER","0","0","0","0","12"
"SMCOG14062","OTHER","0","0","0","0","12"
"SMCOG14063","OTHER","0","0","0","0","12"
"SMCOG14064","OTHER","0","0","0","0","12"
"SMCOG14065","OTHER","1","0","0","0","11"
"SMCOG14066","OTHER","0","0","0","0","12"
"SMCOG14067","OTHER","0","0","0","0","12"
"SMCOG14068","TAILORING","9","0","0","0","3"
"SMCOG14069","REGULATOR","0","0","0","6","6"
"SMCOG14070","CORE","0","0","8","0","4"
"SMCOG14071","OTHER","3","0","0","0","9"
"SMCOG14072","OTHER","0","0","0","0","12"
"SMCOG14073","TAILORING","6","0","0","0","6"
"SMCOG14074","REGULATOR","0","0","0","7","5"
"SMCOG14075","OTHER","0","0","0","0","12"
"SMCOG14076","OTHER","0","0","0","0","12"
"SMCOG14077","OTHER","2","0","0","0","10"
"SMCOG14078","OTHER","0","0","0","0","12"
"SMCOG14079","TAILORING","8","0","0","1","3"
"SMCOG14080","TAILORING","12","0","0","0","0"
"SMCOG14081","OTHER","0","0","0","0","12"
"SMCOG14082","REGULATOR","0","0","0","11","1"
"SMCOG14083","TAILORING","6","0","0","0","6"
"SMCOG14084","TAILORING","12","0","0","0","0"
"SMCOG14085","TAILORING","10","0","0","0","2"
"SMCOG14086","OTHER","0","4","0","0","8"
"SMCOG14087","OTHER","0","0","0","0","12"
"SMCOG14088","OTHER","1","0","0","0","11"
"SMCOG14089","OTHER","0","0","0","0","12"
"SMCOG14090","TAILORING","10","0","0","0","2"
"SMCOG14091","OTHER","1","0","0","0","11"
"SMCOG14092","OTHER","0","0","0","0","12"
"SMCOG14093","REGULATOR","0","0","0","5","7"
"SMCOG14094","OTHER","0","0","0","0","12"
"SMCOG14095","OTHER","0","0","0","0","12"
"SMCOG14096","OTHER","2","0","0","0","10"
"SMCOG14097","OTHER","0","0","0","0","12"
"SMCOG14098","REGULATOR","0","0","0","9","3"
"SMCOG14099","TRANSPORT","0","6","0","0","6"
"SMCOG14100","OTHER","0","0","0","0","12"
"SMCOG14101","OTHER","4","0","0","0","8"
"SMCOG14102","OTHER","0","0","0","0","12"
"SMCOG14103","OTHER","1","0","0","0","11"
"SMCOG14104","TAILORING","9","0","0","0","3"
"SMCOG14105","OTHER","0","0","0","0","12"
"SMCOG14106","REGULATOR","0","0","0","12","0"
"SMCOG14107","OTHER","0","0","0","0","12"
"SMCOG14108","OTHER","0","0","0","0","12"
"SMCOG14109","TAILORING","9","0","0","0","3"
"SMCOG14110","OTHER","0","0","0","0","12"
"SMCOG14111","OTHER","0","0","0","0","12"
"SMCOG14112","OTHER","0","0","0","1","11"
"SMCOG14113","OTHER","0","0","0","0","12"
"SMCOG14114","OTHER","0","3","0","0","9"
"SMCOG14115","OTHER","0","0","0","0","12"
"SMCOG14116","OTHER","0","0","0","0","12"
"SMCOG14117","OTHER","0","0","0","0","12"
"SMCOG14118","OTHER","0","0","4","0","8"
"SMCOG14119","OTHER","0","0","2","0","10"
"SMCOG14120","OTHER","0","1","0","0","11"
"SMCOG14121","OTHER","0","0","0","0","12"
"SMCOG14122","REGULATOR","0","0","0","10","2"
"SMCOG14123","OTHER","0","0","0","0","12"
"SMCOG14124","OTHER","0","0","0","0","12"
"SMCOG14125","OTHER","0","0","0","0","12"
"SMCOG14126","OTHER","0","0","0","0","12"
"SMCOG14127","REGULATOR","0","0","0","11","1"
"SMCOG14128","TAILORING","6","0","0","0","6"
"SMCOG14129","OTHER","2","0","2","0","8"
"SMCOG14130","OTHER","0","0","0","0","12"
"SMCOG14131","OTHER","0","0","0","0","12"
"SMCOG14132","TAILORING","7","0","0","0","5"
"SMCOG14133","OTHER","0","0","0","0","12"
"SMCOG14134","OTHER","0","0","0","0","12"
"SMCOG14135","OTHER","0","0","0","0","12"
"SMCOG14136","OTHER","0","0","0","0","12"
"SMCOG14137","OTHER","0","0","0","0","12"
"SMCOG14138","OTHER","0","0","0","0","12"
"SMCOG14139","TAILORING","5","0","0","0","7"
"SMCOG14140","TRANSPORT","0","7","0","0","5"
"SMCOG14141","OTHER","0","0","0","0","12"
"SMCOG14142","OTHER","0","0","0","0","12"
"SMCOG14143","OTHER","0","0","1","1","10"
"SMCOG14144","OTHER","0","0","0","0","12"
"SMCOG14145","OTHER","0","0","0","0","12"
"SMCOG14146","OTHER","0","0","0","0","12"
"SMCOG14147","OTHER","0","0","0","0","12"
"SMCOG14148","OTHER","0","0","0","0","12"
"SMCOG14149","OTHER","0","0","0","0","12"
"SMCOG14150","OTHER","0","0","0","0","12"
"SMCOG14151","OTHER","0","0","0","0","12"
"SMCOG14152","OTHER","0","0","0","0","12"
"SMCOG14153","OTHER","0","0","0","0","12"
"SMCOG14154","OTHER","0","0","0","0","12"
"SMCOG14155","OTHER","0","0","0","1","11"
"SMCOG14156","OTHER","0","0","0","0","12"
"SMCOG14157","OTHER","0","0","0","0","12"
"SMCOG14158","OTHER","4","0","0","0","8"
"SMCOG14159","OTHER","0","1","0","0","11"
"SMCOG14160","OTHER","0","0","0","0","12"
"SMCOG14161","TAILORING","6","0","0","0","6"
"SMCOG14162","OTHER","0","0","0","0","12"
"SMCOG14163","TAILORING","9","0","0","0","3"
"SMCOG14164","OTHER","0","0","0","0","12"
"SMCOG14165","OTHER","0","0","0","0","12"
"SMCOG14166","OTHER","3","0","0","0","9"
"SMCOG14167","OTHER","0","0","0","0","12"
"SMCOG14168","OTHER","0","0","0","0","12"
"SMCOG14169","OTHER","0","2","0","0","10"
"SMCOG14170","OTHER","0","0","0","0","12"
"SMCOG14171","TAILORING","12","0","0","0","0"
"SMCOG14172","OTHER","0","0","0","0","12"
"SMCOG14173","OTHER","0","2","0","1","9"
"SMCOG14174","OTHER","0","0","0","0","12"
"SMCOG14175","OTHER","4","0","0","0","8"
"SMCOG14176","OTHER","0","0","0","0","12"
"SMCOG14177","OTHER","3","0","0","0","9"
"SMCOG14178","OTHER","0","0","0","0","12"
"SMCOG14179","OTHER","0","0","0","0","12"
"SMCOG14180","OTHER","0","0","0","2","10"
"SMCOG14181","OTHER","0","0","0","0","12"
"SMCOG14182","OTHER","0","0","0","0","12"
"SMCOG14183","OTHER","2","0","0","0","10"
"SMCOG14184","OTHER","0","0","0","0","12"
"SMCOG14185","OTHER","2","0","0","0","10"
"SMCOG14186","OTHER","0","0","0","0","12"
"SMCOG14187","OTHER","0","0","0","0","12"
"SMCOG14188","OTHER","4","0","0","0","8"
"SMCOG14189","OTHER","3","0","0","0","9"
"SMCOG14190","OTHER","0","0","0","0","12"
"SMCOG14191","OTHER","0","0","0","0","12"
"SMCOG14192","OTHER","0","0","0","0","12"
"SMCOG14193","OTHER","0","0","0","0","12"
"SMCOG14194","OTHER","0","0","0","0","12"
"SMCOG14195","TAILORING","5","0","0","0","7"
"SMCOG14196","OTHER","0","0","0","0","12"
"SMCOG14197","OTHER","4","0","0","0","8"
"SMCOG14198","REGULATOR","0","0","0","10","2"
"SMCOG14199","OTHER","0","0","0","0","12"
"SMCOG14200","OTHER","0","0","0","0","12"
"SMCOG14201","OTHER","0","0","0","0","12"
"SMCOG14202","REGULATOR","0","0","0","5","7"
"SMCOG14203","OTHER","0","0","0","0","12"
"SMCOG14204","OTHER","0","0","0","0","12"
"SMCOG14205","OTHER","2","0","0","0","10"
"SMCOG14206","OTHER","0","0","0","0","12"
"SMCOG14207","OTHER","0","0","0","0","12"
"SMCOG14208","OTHER","0","0","0","0","12"
"SMCOG14209","REGULATOR","0","0","0","11","1"
"SMCOG14210","TRANSPORT","0","9","0","0","3"
"SMCOG14211","OTHER","0","1","0","0","11"
"SMCOG14212","OTHER","0","0","0","0","12"
"SMCOG14213","OTHER","0","0","0","4","8"
"SMCOG14214","OTHER","0","0","0","0","12"
"SMCOG14215","CORE","0","0","8","0","4"
"SMCOG14216","OTHER","1","0","0","0","11"
"SMCOG14217","OTHER","0","0","0","0","12"
"SMCOG14218","CORE","0","0","10","0","2"
"SMCOG14219","OTHER","0","0","0","0","12"
"SMCOG14220","OTHER","0","0","0","0","12"
"SMCOG14221","OTHER","0","0","0","0","12"
"SMCOG14222","OTHER","0","0","0","0","12"
"SMCOG14223","OTHER","2","0","0","0","10"
"SMCOG14224","OTHER","0","0","0","0","12"
"SMCOG14225","OTHER","0","0","0","0","12"
"SMCOG14226","OTHER","0","0","0","0","12"
"SMCOG14227","OTHER","0","0","0","0","12"
"SMCOG14228","OTHER","1","0","0","0","11"
"SMCOG14229","OTHER","1","0","0","0","11"
"SMCOG14230","OTHER","0","0","0","0","12"
"SMCOG14231","OTHER","1","0","0","0","11"
"SMCOG14232","OTHER","0","0","0","0","12"
"SMCOG14233","TRANSPORT","0","10","0","0","2"
"SMCOG14234","OTHER","0","0","0","0","12"
"SMCOG14235","OTHER","0","0","0","0","12"
"SMCOG14236","OTHER","0","0","0","0","12"
"SMCOG14237","OTHER","0","0","0","0","12"
"SMCOG14238","OTHER","0","0","0","0","12"
"SMCOG14239","OTHER","0","0","0","0","12"
"SMCOG14240","OTHER","0","0","0","1","11"
"SMCOG14241","OTHER","0","0","0","0","12"
"SMCOG14242","OTHER","0","0","0","0","12"
"SMCOG14243","OTHER","0","0","0","0","12"
"SMCOG14244","OTHER","0","0","0","0","12"
"SMCOG14245","OTHER","0","0","0","0","12"
"SMCOG14246","OTHER","0","0","0","0","12"
"SMCOG14247","OTHER","0","0","0","0","12"
"SMCOG14248","OTHER","0","0","0","0","12"
"SMCOG14249","OTHER","0","0","0","0","12"
"SMCOG14250","OTHER","0","0","0","0","12"
"SMCOG14251","OTHER","0","0","0","0","12"
"SMCOG14252","OTHER","0","0","0","0","12"
"SMCOG14253","OTHER","0","0","0","1","11"
"SMCOG14254","OTHER","0","0","0","0","12"
"SMCOG14255","OTHER","0","0","0","0","12"
"SMCOG14256","OTHER","0","2","0","0","10"
"SMCOG14257","TAILORING","12","0","0","0","0"
"SMCOG14258","OTHER","0","0","0","0","12"
"SMCOG14259","OTHER","0","0","0","0","12"
"SMCOG14260","OTHER","0","0","0","0","12"
"SMCOG14261","OTHER","0","1","0","0","11"
"SMCOG14262","OTHER","0","0","0","0","12"
"SMCOG14263","OTHER","0","0","0","0","12"
"SMCOG14264","OTHER","0","0","0","0","12"
"SMCOG14265","OTHER","0","0","0","0","12"
"SMCOG14266","REGULATOR","0","0","0","10","2"
"SMCOG14267","OTHER","0","0","0","0","12"
"SMCOG14268","OTHER","0","0","2","0","10"
"SMCOG14269","OTHER","0","0","0","0","12"
"SMCOG14270","OTHER","0","0","0","0","12"
"SMCOG14271","OTHER","0","0","0","0","12"
"SMCOG14272","OTHER","0","0","0","0","12"
"SMCOG14273","OTHER","0","0","0","0","12"
"SMCOG14274","OTHER","0","0","0","0","12"
"SMCOG14275","OTHER","0","0","0","0","12"
"SMCOG14276","OTHER","0","0","0","0","12"
"SMCOG14277","OTHER","0","2","0","0","10"
"SMCOG14278","OTHER","4","0","0","0","8"
"SMCOG14279","OTHER","0","0","0","0","12"
"SMCOG14280","OTHER","0","0","0","0","12"
"SMCOG14281","OTHER","0","0","0","0","12"
"SMCOG14282","OTHER","0","0","0","0","12"
"SMCOG14283","OTHER","0","0","0","0","12"
"SMCOG14284","TRANSPORT","0","6","0","0","6"
"SMCOG14285","OTHER","0","0","0","0","12"
"SMCOG14286","OTHER","1","0","0","0","11"
"SMCOG14287","OTHER","0","4","0","0","7"
"SMCOG14288","REGULATOR","0","0","0","8","3"
"SMCOG14289","TRANSPORT","0","7","0","0","4"
"SMCOG14290","TRANSPORT","0","10","0","0","1"
"SMCOG14291","OTHER","0","0","0","0","11"
"SMCOG14292","OTHER","0","0","0","0","11"
"SMCOG14293","OTHER","0","0","0","0","11"
"SMCOG14294","OTHER","0","0","0","0","11"
"SMCOG14295","OTHER","4","0","0","0","7"
"SMCOG14296","OTHER","0","0","0","0","11"
"SMCOG14297","OTHER","0","0","0","0","11"
"SMCOG14298","OTHER","0","0","0","0","11"
"SMCOG14299","OTHER","0","0","0","0","11"
"SMCOG14300","TAILORING","6","0","0","0","5"
"SMCOG14301","OTHER","0","0","0","3","8"
"SMCOG14302","OTHER","0","0","0","0","11"
"SMCOG14303","OTHER","0","0","0","0","11"
"SMCOG14304","REGULATOR","0","0","0","7","4"
"SMCOG14305","OTHER","0","1","0","0","10"
"SMCOG14306","OTHER","0","0","0","0","11"
"SMCOG14307","TAILORING","5","0","0","0","6"
"SMCOG14308","TAILORING","8","0","0","0","3"
"SMCOG14309","REGULATOR","0","0","0","10","1"
"SMCOG14310","REGULATOR","0","0","0","9","2"
"SMCOG14311","OTHER","0","0","0","0","11"
"SMCOG14312","OTHER","3","0","0","0","8"
"SMCOG14313","TAILORING","8","0","0","1","2"
"SMCOG14314","TAILORING","6","0","0","0","5"
"SMCOG14315","OTHER","1","0","0","0","10"
"SMCOG14316","OTHER","1","0","0","0","10"
"SMCOG14317","REGULATOR","0","0","0","10","1"
"SMCOG14318","TAILORING","8","0","0","0","3"
"SMCOG14319","TAILORING","5","0","0","0","6"
"SMCOG14320","OTHER","0","0","0","0","11"
"SMCOG14321","TRANSPORT","0","7","0","0","4"
"SMCOG14322","OTHER","0","0","2","0","9"
"SMCOG14323","OTHER","0","0","0","0","11"
"SMCOG14324","OTHER","0","0","3","0","8"
"SMCOG14325","OTHER","3","1","0","0","7"
"SMCOG14326","TAILORING","7","0","0","0","4"
"SMCOG14327","OTHER","0","0","0","0","11"
"SMCOG14328","TRANSPORT","0","8","0","1","2"
"SMCOG14329","OTHER","0","4","0","0","7"
"SMCOG14330","TRANSPORT","0","9","0","0","2"
"SMCOG14331","OTHER","0","1","0","0","10"
"SMCOG14332","REGULATOR","0","0","0","10","1"
"SMCOG14333","TRANSPORT","0","6","0","0","5"
"SMCOG14334","OTHER","0","0","0","0","11"
"SMCOG14335","OTHER","2","0","0","0","9"
"SMCOG14336","CORE","1","0","9","0","1"
"SMCOG14337","OTHER","0","0","0","1","10"
"SMCOG14338","TAILORING","5","0","0","0","6"
"SMCOG14339","OTHER","1","0","3","0","7"
"SMCOG14340","TRANSPORT","0","6","0","0","5"
"SMCOG14341","OTHER","0","0","0","0","11"
"SMCOG14342","OTHER","0","0","0","0","11"
"SMCOG14343","TAILORING","10","0","0","0","1"
"SMCOG14344","OTHER","2","0","0","0","9"
"SMCOG14345","OTHER","1","0","0","0","10"
"SMCOG14346","OTHER","1","0","0","0","10"
"SMCOG14347","OTHER","0","0","0","0","11"
"SMCOG14348","CORE","0","0","9","0","2"
"SMCOG14349","OTHER","0","0","0","0","11"
"SMCOG14350","OTHER","0","0","0","0","11"
"SMCOG14351","OTHER","0","0","0","0","11"
"SMCOG14352","OTHER","0","0","1","0","10"
"SMCOG14353","REGULATOR","0","0","0","10","1"
"SMCOG14354","TAILORING","5","0","0","0","6"
"SMCOG14355","TAILORING","6","0","0","0","5"
"SMCOG14356","OTHER","0","0","0","0","11"
"SMCOG14357","OTHER","0","0","0","0","11"
"SMCOG14358","OTHER","0","0","0","0","11"
"SMCOG14359","CORE","0","0","8","0","3"
"SMCOG14360","TRANSPORT","0","10","0","0","1"
"SMCOG14361","TAILORING","11","0","0","0","0"
"SMCOG14362","TAILORING","10","0","0","0","1"
"SMCOG14363","TRANSPORT","0","10","0","0","1"
"SMCOG14364","OTHER","0","0","0","0","11"
"SMCOG14365","OTHER","0","0","0","0","11"
"SMCOG14366","OTHER","0","0","0","0","11"
"SMCOG14367","OTHER","0","0","0","0","11"
"SMCOG14368","TRANSPORT","0","5","0","0","6"
"SMCOG14369","CORE","0","0","7","0","4"
"SMCOG14370","OTHER","0","0","0","0","11"
"SMCOG14371","OTHER","0","0","0","0","11"
"SMCOG14372","OTHER","0","0","0","0","11"
"SMCOG14373","OTHER","0","0","0","0","11"
"SMCOG14374","OTHER","0","0","0","0","11"
"SMCOG14375","OTHER","0","0","0","0","11"
"SMCOG14376","REGULATOR","0","0","0","10","1"
"SMCOG14377","OTHER","0","0","0","2","9"
"SMCOG14378","OTHER","0","0","0","0","11"
"SMCOG14379","OTHER","2","0","0","0","9"
"SMCOG14380","TRANSPORT","0","5","0","0","6"
"SMCOG14381","OTHER","0","0","0","0","11"
"SMCOG14382","REGULATOR","0","0","0","10","1"
"SMCOG14383","OTHER","0","0","0","0","11"
"SMCOG14384","OTHER","0","0","0","0","11"
"SMCOG14385","OTHER","0","0","0","0","11"
"SMCOG14386","OTHER","0","0","0","0","11"
"SMCOG14387","OTHER","0","4","0","0","7"
"SMCOG14388","OTHER","4","0","0","0","7"
"SMCOG14389","MIXED","1","4","0","0","6"
"SMCOG14390","OTHER","0","0","0","0","11"
"SMCOG14391","OTHER","0","0","4","0","7"
"SMCOG14392","OTHER","0","0","0","0","11"
"SMCOG14393","OTHER","0","0","0","0","11"
"SMCOG14394","OTHER","4","0","0","0","7"
"SMCOG14395","OTHER","0","0","0","0","11"
"SMCOG14396","REGULATOR","0","0","0","8","3"
"SMCOG14397","OTHER","3","0","0","0","8"
"SMCOG14398","OTHER","2","0","0","0","9"
"SMCOG14399","OTHER","0","0","0","0","11"
"SMCOG14400","TRANSPORT","0","8","0","0","3"
"SMCOG14401","OTHER","0","0","0","0","11"
"SMCOG14402","OTHER","0","0","0","0","11"
"SMCOG14403","OTHER","0","0","0","0","11"
"SMCOG14404","OTHER","0","0","0","0","11"
"SMCOG14405","OTHER","0","0","0","0","11"
"SMCOG14406","OTHER","0","0","0","0","11"
"SMCOG14407","OTHER","0","0","0","0","11"
"SMCOG14408","REGULATOR","0","0","0","10","1"
"SMCOG14409","OTHER","0","0","0","0","11"
"SMCOG14410","TAILORING","8","0","0","0","3"
"SMCOG14411","OTHER","1","0","0","0","10"
"SMCOG14412","TAILORING","9","0","0","0","2"
"SMCOG14413","OTHER","0","0","0","4","7"
"SMCOG14414","OTHER","0","0","0","0","11"
"SMCOG14415","OTHER","1","0","0","0","10"
"SMCOG14416","TAILORING","8","0","0","0","3"
"SMCOG14417","OTHER","0","0","0","0","11"
"SMCOG14418","TAILORING","8","0","0","0","3"
"SMCOG14419","OTHER","0","0","0","0","11"
"SMCOG14420","OTHER","3","0","0","0","8"
"SMCOG14421","OTHER","0","0","0","0","11"
"SMCOG14422","OTHER","2","0","0","0","9"
"SMCOG14423","TAILORING","6","0","0","2","3"
"SMCOG14424","OTHER","0","0","0","0","11"
"SMCOG14425","OTHER","1","0","0","0","10"
"SMCOG14426","OTHER","0","2","0","0","9"
"SMCOG14427","OTHER","0","0","0","0","11"
"SMCOG14428","OTHER","4","0","0","0","7"
"SMCOG14429","OTHER","0","0","0","0","11"
"SMCOG14430","OTHER","0","0","0","0","11"
"SMCOG14431","OTHER","0","0","0","0","11"
"SMCOG14432","REGULATOR","0","0","0","9","2"
"SMCOG14433","OTHER","0","0","0","0","11"
"SMCOG14434","TAILORING","7","0","0","1","3"
"SMCOG14435","OTHER","4","0","0","0","7"
"SMCOG14436","OTHER","0","0","0","0","11"
"SMCOG14437","OTHER","0","0","0","0","11"
"SMCOG14438","OTHER","0","0","0","0","11"
"SMCOG14439","TAILORING","11","0","0","0","0"
"SMCOG14440","TAILORING","8","0","0","0","3"
"SMCOG14441","OTHER","4","0","0","0","7"
"SMCOG14442","TAILORING","10","0","0","0","1"
"SMCOG14443","TAILORING","9","0","0","0","2"
"SMCOG14444","CORE","0","0","5","0","6"
"SMCOG14445","OTHER","0","0","0","0","11"
"SMCOG14446","OTHER","0","0","0","0","11"
"SMCOG14447","OTHER","1","0","0","0","10"
"SMCOG14448","TRANSPORT","0","9","0","0","2"
"SMCOG14449","OTHER","0","4","0","0","7"
"SMCOG14450","OTHER","0","0","0","0","11"
"SMCOG14451","OTHER","0","0","0","0","11"
"SMCOG14452","OTHER","0","0","0","0","11"
"SMCOG14453","OTHER","0","0","0","0","11"
"SMCOG14454","OTHER","2","0","0","0","9"
"SMCOG14455","OTHER","0","0","0","0","11"
"SMCOG14456","OTHER","0","0","0","0","11"
"SMCOG14457","OTHER","0","0","0","0","11"
"SMCOG14458","OTHER","2","0","0","0","9"
"SMCOG14459","OTHER","0","0","0","1","10"
"SMCOG14460","OTHER","0","0","0","0","11"
"SMCOG14461","TAILORING","10","0","0","0","1"
"SMCOG14462","OTHER","0","0","0","0","11"
"SMCOG14463","OTHER","0","0","0","0","11"
"SMCOG14464","OTHER","0","0","0","0","11"
"SMCOG14465","CORE","0","0","5","0","6"
"SMCOG14466","OTHER","0","0","0","0","11"
"SMCOG14467","OTHER","0","0","0","0","11"
"SMCOG14468","OTHER","0","0","0","0","11"
"SMCOG14469","OTHER","0","0","0","0","11"
"SMCOG14470","CORE","0","0","8","0","3"
"SMCOG14471","OTHER","0","0","0","0","11"
"SMCOG14472","OTHER","0","0","0","0","11"
"SMCOG14473","OTHER","0","1","0","0","10"
"SMCOG14474","OTHER","0","0","0","0","11"
"SMCOG14475","OTHER","2","0","0","0","9"
"SMCOG14476","OTHER","0","0","0","0","11"
"SMCOG14477","OTHER","0","0","0","0","11"
"SMCOG14478","TAILORING","10","0","0","0","1"
"SMCOG14479","OTHER","0","0","0","0","11"
"SMCOG14480","OTHER","4","0","0","0","7"
"SMCOG14481","OTHER","0","0","0","0","11"
"SMCOG14482","OTHER","0","0","0","0","11"
"SMCOG14483","TAILORING","11","0","0","0","0"
"SMCOG14484","OTHER","0","0","0","0","11"
"SMCOG14485","OTHER","2","0","0","0","9"
"SMCOG14486","TAILORING","10","0","0","0","1"
"SMCOG14487","OTHER","0","0","0","0","11"
"SMCOG14488","OTHER","0","0","0","0","11"
"SMCOG14489","OTHER","0","0","4","0","7"
"SMCOG14490","OTHER","0","0","0","0","11"
"SMCOG14491","OTHER","0","0","0","0","11"
"SMCOG14492","OTHER","1","0","0","0","10"
"SMCOG14493","OTHER","0","0","0","0","11"
"SMCOG14494","OTHER","0","0","0","3","8"
